,movie,year,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross
5389,Bride Wars,2009,5.5,24.0,98250,2,Comedy,Romance,,Kate Hudson,Anne Hathaway,Candice Bergen,0,1.0,8.0,89.0,30000000.0,115375850.0
5390,Triangle,2009,6.9,7.8,98127,1,Fantasy,Mystery,Thriller,Melissa George,Joshua McIvor,Jack Taylor,0,1.0,5.0,99.0,12000000.0,1333377.0
5391,A Christmas Carol,2009,6.8,55.0,97928,2,Animation,Drama,Family,Jim Carrey,Gary Oldman,Colin Firth,0,3.0,5.0,96.0,200000000.0,325286646.0
5392,The Final Destination,2009,5.2,30.0,94318,1,Fantasy,Horror,Thriller,Nick Zano,Krista Allen,Andrew Fiscella,0,2.0,2.0,82.0,40000000.0,186167139.0
5393,Friday the 13th,2009,5.5,34.0,94266,1,Horror,Mystery,Thriller,Jared Padalecki,Amanda Righetti,Derek Mears,0,2.0,4.0,97.0,19000000.0,91509154.0
5394,A Prophet,2009,7.9,90.0,91454,1,Crime,Drama,,Tahar Rahim,Niels Arestrup,Adel Bencherif,1,52.0,54.0,155.0,13000000.0,17874044.0
5395,Splice,2009,5.7,66.0,90825,1,Drama,Horror,Sci-Fi,Adrien Brody,Sarah Polley,Delphine Chanéac,0,4.0,23.0,104.0,30000000.0,27127620.0
5396,Year One,2009,4.9,34.0,90099,3,Comedy,,,Jack Black,Michael Cera,Olivia Wilde,0,0.0,1.0,97.0,60000000.0,62357900.0
5397,I Love You Phillip Morris,2009,6.6,65.0,90024,1,Biography,Comedy,Crime,Jim Carrey,Ewan McGregor,Leslie Mann,0,6.0,11.0,102.0,13000000.0,39408227.0
5398,The International,2009,6.5,52.0,89629,1,Action,Crime,Drama,Clive Owen,Naomi Watts,Armin Mueller-Stahl,0,1.0,1.0,118.0,50000000.0,60253843.0
5399,The Girl Who Played with Fire,2009,7.2,66.0,88959,1,Crime,Drama,Mystery,Noomi Rapace,Michael Nyqvist,Lena Endre,0,1.0,4.0,129.0,4000000.0,67153225.0
5400,My Sister's Keeper,2009,7.4,51.0,87767,3,Drama,Family,,Cameron Diaz,Abigail Breslin,Alec Baldwin,0,4.0,4.0,109.0,30000000.0,95714875.0
5401,The Box,2009,5.6,47.0,87622,3,Drama,Fantasy,Mystery,Cameron Diaz,James Marsden,Frank Langella,0,0.0,6.0,115.0,30000000.0,33334176.0
5402,It's Complicated,2009,6.5,57.0,84107,1,Comedy,Drama,Romance,Meryl Streep,Steve Martin,Alec Baldwin,3,8.0,12.0,104.13054509110479,85000000.0,219103655.0
5403,The Last House on the Left,2009,6.5,42.0,83352,1,Horror,Thriller,,Garret Dillahunt,Monica Potter,Tony Goldwyn,0,1.0,8.0,110.0,15000000.0,45995223.0
5404,Harry Brown,2009,7.2,55.0,83032,1,Action,Crime,Drama,Michael Caine,Emily Mortimer,David Bradley,0,1.0,4.0,103.0,7300000.0,10371451.0
5405,Crazy Heart,2009,7.2,83.0,82396,1,Drama,Music,Romance,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,2,37.0,33.0,112.0,7000000.0,47405566.0
5406,Ghosts of Girlfriends Past,2009,5.8,34.0,81897,3,Comedy,Fantasy,Romance,Matthew McConaughey,Jennifer Garner,Emma Stone,0,0.0,1.0,115.0,37500000.0,102366815.0
5407,Case 39,2009,6.2,25.0,75747,1,Horror,Mystery,Thriller,Renée Zellweger,Ian McShane,Jodelle Ferland,0,0.0,3.0,109.0,26000000.0,28190603.0
5408,The Uninvited,2009,6.3,43.0,74538,3,Drama,Horror,Mystery,Emily Browning,Arielle Kebbel,Elizabeth Banks,0,0.0,2.0,87.0,,41633384.0
5409,Confessions of a Shopaholic,2009,5.9,38.0,73138,2,Comedy,Romance,,Isla Fisher,Hugh Dancy,Krysten Ritter,0,1.0,3.0,104.0,,108394089.0
5410,Bad Lieutenant: Port of Call New Orleans,2009,6.6,69.0,73005,1,Crime,Drama,,Nicolas Cage,Eva Mendes,Russell M. Haeuser,0,3.0,13.0,122.0,25000000.0,10606422.0
5411,The Fourth Kind,2009,5.9,34.0,72373,3,Horror,Mystery,Sci-Fi,Milla Jovovich,Elias Koteas,Will Patton,0,0.0,1.0,98.0,10000000.0,47719794.0
5412,Youth in Revolt,2009,6.4,63.0,71674,1,Comedy,Drama,Romance,Michael Cera,Portia Doubleday,Jean Smart,0,1.0,1.0,90.0,18000000.0,19651093.0
5413,The Human Centipede (First Sequence),2009,4.4,33.0,71203,1,Horror,,,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,0,8.0,3.0,92.0,1500000.0,325113.0
5414,Whatever Works,2009,7.1,45.0,69632,3,Comedy,Romance,,Evan Rachel Wood,Larry David,Henry Cavill,0,2.0,1.0,93.0,15000000.0,36020534.0
5415,Dragonball Evolution,2009,2.5,45.0,68815,2,Action,Adventure,Family,Justin Chatwin,James Marsters,Yun-Fat Chow,0,0.0,1.0,85.0,30000000.0,55720772.0
5416,Solomon Kane,2009,6.1,48.0,68011,1,Action,Adventure,Fantasy,James Purefoy,Max von Sydow,Rachel Hurd-Wood,0,1.0,1.0,104.0,45000000.0,19652185.0
5417,Chloe,2009,6.3,48.0,67808,1,Drama,Mystery,Romance,Julianne Moore,Amanda Seyfried,Liam Neeson,0,3.0,5.0,96.0,14000000.0,11808880.0
5418,[Rec] 2,2009,6.5,52.0,67100,1,Action,Adventure,Fantasy,Jonathan D. Mellor,Manuela Velasco,Óscar Zafra,0,5.0,3.0,85.0,5600000.0,18853164.0
5419,Ninja Assassin,2009,6.3,34.0,66854,1,Action,Thriller,,Rain,Rick Yune,Naomie Harris,0,0.0,0.0,99.0,40000000.0,61601280.0
5420,The White Ribbon,2009,7.8,82.0,66760,1,Drama,History,Mystery,Christian Friedel,Ernst Jacobi,Leonie Benesch,2,60.0,46.0,144.0,18000000.0,19319671.0
5421,The Girl Who Kicked the Hornet's Nest,2009,7.3,60.0,66339,1,Crime,Drama,Thriller,Michael Nyqvist,Noomi Rapace,Lena Endre,0,1.0,3.0,147.0,4000000.0,44276335.0
5422,A Perfect Getaway,2009,6.5,63.0,66189,1,Drama,Mystery,Thriller,Milla Jovovich,Steve Zahn,Timothy Olyphant,0,0.0,1.0,98.0,14000000.0,22955544.0
5423,Agora,2009,7.2,55.0,64534,1,Adventure,Biography,Drama,Rachel Weisz,Max Minghella,Oscar Isaac,0,11.0,15.0,127.0,70000000.0,39457342.0
5424,Land of the Lost,2009,5.3,32.0,64038,3,Action,Adventure,Comedy,Will Ferrell,Danny McBride,Anna Friel,0,2.0,9.0,102.0,100000000.0,68777554.0
5425,Whip It,2009,6.9,68.0,62758,3,Drama,Sport,,Ellen Page,Drew Barrymore,Kristen Wiig,0,0.0,8.0,111.0,15000000.0,16691303.0
5426,The Informant!,2009,6.4,66.0,62003,1,Biography,Comedy,Crime,Matt Damon,Tony Hale,Patton Oswalt,2,1.0,18.0,108.0,22000000.0,41771168.0
5427,The Boondock Saints II: All Saints Day,2009,6.3,24.0,60567,1,Action,Crime,Thriller,Sean Patrick Flanery,Norman Reedus,Billy Connolly,0,0.0,0.0,118.0,8000000.0,10629321.0
5428,Brooklyn's Finest,2009,6.7,43.0,59903,1,Crime,Drama,Thriller,Richard Gere,Don Cheadle,Ethan Hawke,0,1.0,10.0,132.0,17000000.0,45719985.0
5429,Observe and Report,2009,5.8,54.0,59786,1,Comedy,Crime,Drama,Seth Rogen,Anna Faris,Ray Liotta,0,1.0,4.0,86.0,18000000.0,26973554.0
5430,Dorian Gray,2009,6.3,7.8,59692,1,Drama,Fantasy,Thriller,Ben Barnes,Colin Firth,Rebecca Hall,0,0.0,1.0,112.0,,22873653.0
5431,The Haunting in Connecticut,2009,5.9,33.0,58217,3,Drama,Horror,Mystery,Virginia Madsen,Martin Donovan,Elias Koteas,0,1.0,2.0,92.0,10000000.0,99279998.0
5432,Everybody's Fine,2009,7.1,47.0,57854,3,Drama,,,Robert De Niro,Kate Beckinsale,Sam Rockwell,1,1.0,5.0,104.13054509110479,21000000.0,16443609.0
5433,The Young Victoria,2009,7.3,64.0,56345,2,Biography,Drama,History,Emily Blunt,Rupert Friend,Paul Bettany,1,12.0,17.0,100.0,35000000.0,29196409.0
5434,The Collector,2009,6.4,29.0,56139,1,Action,Crime,Horror,Josh Stewart,Andrea Roth,Juan Fernández,0,0.0,0.0,90.0,6000000.0,10234475.0
5435,Fanboys,2009,6.6,45.0,55449,3,Adventure,Comedy,Drama,Dan Fogler,Jay Baruchel,Kristen Bell,0,0.0,0.0,104.13054509110479,3900000.0,961203.0
5436,Race to Witch Mountain,2009,5.7,52.0,54198,2,Action,Adventure,Family,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,0,0.0,1.0,98.0,65000000.0,106387141.0
5437,My Bloody Valentine,2009,5.4,51.0,52689,1,Horror,Mystery,Thriller,Jensen Ackles,Jaime King,Kerr Smith,0,0.0,4.0,101.0,15000000.0,100734718.0
5438,Away We Go,2009,7.0,58.0,51038,1,Comedy,Drama,Romance,John Krasinski,Maya Rudolph,Allison Janney,0,3.0,10.0,98.0,17000000.0,15779455.0
5439,The Soloist,2009,6.7,61.0,50508,3,Biography,Drama,Music,Jamie Foxx,Robert Downey Jr.,Catherine Keener,0,1.0,3.0,117.0,60000000.0,38332994.0
5440,Planet 51,2009,6.0,39.0,49570,2,Animation,Adventure,Comedy,Dwayne Johnson,Seann William Scott,Jessica Biel,0,4.0,4.0,91.0,70000000.0,105647102.0
5441,The Unborn,2009,4.8,30.0,48647,3,Drama,Horror,Mystery,Odette Annable,Gary Oldman,Cam Gigandet,0,0.0,1.0,88.0,16000000.0,76514050.0
5442,Mother,2009,7.8,79.0,47401,1,Crime,Drama,Thriller,Hye-ja Kim,Won Bin,Goo Jin,0,40.0,46.0,129.0,5000000.0,17149348.0
5443,Halloween II,2009,4.9,35.0,47066,1,Horror,,,Scout Taylor-Compton,Tyler Mane,Malcolm McDowell,0,1.0,1.0,105.0,15000000.0,39421467.0
5444,The Cove,2009,8.4,84.0,46593,3,Documentary,Biography,Crime,Richard O'Barry,Louie Psihoyos,Hardy Jones,1,38.0,18.0,92.0,,1187434.0
5445,Duplicity,2009,6.1,69.0,46362,3,Comedy,Crime,Romance,Julia Roberts,Clive Owen,Tom Wilkinson,1,1.0,3.0,125.0,60000000.0,78176181.0
5446,The Rebound,2009,6.3,7.8,45604,1,Comedy,Romance,,Catherine Zeta-Jones,Justin Bartha,Andrew Cherry,0,0.0,0.0,95.0,,21791288.0
5447,Black Dynamite,2009,7.4,65.0,44780,1,Action,Comedy,,Michael Jai White,Arsenio Hall,Tommy Davidson,0,1.0,4.0,84.0,2900000.0,296557.0
5448,Extract,2009,6.1,61.0,43945,1,Comedy,Crime,Romance,Jason Bateman,Kristen Wiig,Ben Affleck,0,0.0,0.0,92.0,8000000.0,10848783.0
5449,American Pie Presents: The Book of Love,2009,4.8,7.8,42726,1,Comedy,,,Bug Hall,Kevin M. Horton,Brandon Hardesty,0,0.0,0.0,93.0,8000000.0,
5450,Carriers,2009,6.0,7.8,42628,3,Adventure,Drama,Thriller,Chris Pine,Piper Perabo,Lou Taylor Pucci,0,0.0,1.0,104.13054509110479,,5805279.0
5451,The Descent: Part 2,2009,5.8,7.8,42607,1,Adventure,Horror,Thriller,Michael J. Reynolds,Shauna Macdonald,Jessika Williams,0,0.0,0.0,94.0,,7048886.0
5452,Cirque du Freak: The Vampire's Assistant,2009,5.8,43.0,42430,3,Action,Adventure,Fantasy,Chris Massoglia,John C. Reilly,Salma Hayek,0,0.0,1.0,104.13054509110479,40000000.0,39291383.0
5453,District 13: Ultimatum,2009,6.5,64.0,42388,1,Action,Crime,Thriller,Cyril Raffaelli,David Belle,Philippe Torreton,0,0.0,1.0,101.0,12000000.0,14103752.0
5454,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41.0,42178,2,Animation,Comedy,Family,Jason Lee,Zachary Levi,David Cross,0,0.0,3.0,88.0,75000000.0,443140005.0
5455,Nine,2009,5.8,49.0,41871,3,Drama,Musical,Romance,Daniel Day-Lewis,Marion Cotillard,Penélope Cruz,4,8.0,56.0,118.0,80000000.0,54004950.0
5456,G-Force,2009,5.1,41.0,41564,2,Action,Adventure,Comedy,Will Arnett,Penélope Cruz,Zach Galifianakis,0,1.0,1.0,88.0,150000000.0,292817841.0
5457,Fired Up!,2009,6.1,31.0,41512,3,Comedy,Sport,,Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer,0,0.0,1.0,90.0,20000000.0,18599102.0
5458,The Pink Panther 2,2009,5.6,36.0,41396,2,Action,Adventure,Comedy,Steve Martin,Jean Reno,Emily Mortimer,0,0.0,3.0,92.0,70000000.0,76025134.0
5459,Thirst,2009,7.1,73.0,41060,1,Drama,Fantasy,Horror,Kang-ho Song,Ok-bin Kim,Hee-jin Choi,0,16.0,18.0,134.0,5000000.0,13085023.0
5460,Capitalism: A Love Story,2009,7.4,61.0,40620,1,Documentary,Crime,News,Michael Moore,William Black,Jimmy Carter,0,4.0,13.0,127.0,20000000.0,17436509.0
5461,The Damned United,2009,7.5,81.0,40355,1,Biography,Drama,Sport,Colm Meaney,Henry Goodman,David Roper,0,0.0,5.0,98.0,10000000.0,4091378.0
5462,Notorious,2009,6.7,60.0,40030,1,Biography,Crime,Drama,Jamal Woolard,Anthony Mackie,Derek Luke,0,0.0,9.0,122.0,20000000.0,44420167.0
5463,The House of the Devil,2009,6.4,73.0,39385,1,Horror,,,Jocelin Donahue,Tom Noonan,Mary Woronov,0,3.0,6.0,95.0,900000.0,101215.0
5464,All About Steve,2009,4.8,17.0,39005,3,Comedy,Romance,,Sandra Bullock,Bradley Cooper,Thomas Haden Church,0,2.0,3.0,99.0,15000000.0,40105542.0
5465,Coco Before Chanel,2009,6.7,65.0,38072,3,Biography,Drama,,Audrey Tautou,Benoît Poelvoorde,Alessandro Nivola,1,5.0,19.0,105.0,23000000.0,50812934.0
5466,This Is It,2009,7.2,67.0,37869,2,Documentary,Drama,Music,Michael Jackson,Alex Al,Alexandra Apjarova,0,7.0,9.0,111.0,60000000.0,261183588.0
5467,The Joneses,2009,6.5,55.0,37821,1,Comedy,Drama,,Demi Moore,David Duchovny,Amber Heard,0,0.0,1.0,96.0,10000000.0,7043835.0
5468,Spread,2009,5.8,43.0,37729,1,Comedy,Drama,Romance,Ashton Kutcher,Anne Heche,Margarita Levieva,0,0.0,0.0,97.0,,12035862.0
5469,Broken Embraces,2009,7.2,76.0,37496,1,Drama,Romance,Thriller,Penélope Cruz,Lluís Homar,Blanca Portillo,1,9.0,44.0,127.0,18000000.0,37472507.0
5470,Did You Hear About the Morgans?,2009,4.8,27.0,36861,3,Comedy,Drama,Romance,Hugh Grant,Sarah Jessica Parker,Sam Elliott,0,0.0,2.0,103.0,58000000.0,85280250.0
5471,Whiteout,2009,5.5,7.8,36686,1,Action,Crime,Horror,Kate Beckinsale,Gabriel Macht,Tom Skerritt,0,0.0,0.0,101.0,35000000.0,17976667.0
5472,World's Greatest Dad,2009,6.9,69.0,36590,1,Comedy,Drama,,Robin Williams,Daryl Sabara,Morgan Murphy,0,0.0,1.0,99.0,,221805.0
5473,The Loved Ones,2009,6.6,7.8,36169,1,Horror,Thriller,,Xavier Samuel,Robin McLeavy,John Brumpton,0,2.0,11.0,84.0,,358399.0
5474,Middle Men,2009,6.8,60.0,36044,1,Comedy,Crime,Drama,Luke Wilson,Giovanni Ribisi,Gabriel Macht,0,0.0,0.0,105.0,20000000.0,754301.0
5475,After.Life,2009,5.9,36.0,35660,1,Drama,Mystery,Thriller,Christina Ricci,Liam Neeson,Justin Long,0,0.0,1.0,104.13054509110479,4500000.0,2425535.0
5476,Old Dogs,2009,5.4,19.0,35647,2,Comedy,Family,,Robin Williams,John Travolta,Seth Green,0,0.0,5.0,88.0,35000000.0,96753696.0
5477,Defendor,2009,6.8,57.0,35069,1,Comedy,Crime,Drama,Woody Harrelson,Kat Dennings,Sandra Oh,0,1.0,7.0,101.0,3500000.0,44462.0
5478,Nowhere Boy,2009,7.1,67.0,34358,1,Biography,Drama,Music,Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff,3,6.0,18.0,98.0,,6577779.0
5479,The Tournament,2009,6.1,7.8,33677,1,Action,Thriller,,Ving Rhames,Robert Carlyle,Kelly Hu,0,0.0,0.0,95.0,8000000.0,493459.0
5480,The Messenger,2009,7.1,77.0,33385,1,Drama,Romance,War,Ben Foster,Samantha Morton,Woody Harrelson,2,17.0,44.0,113.0,6500000.0,1595417.0
5481,Adam,2009,7.2,56.0,33159,3,Comedy,Drama,Romance,Hugh Dancy,Rose Byrne,Peter Gallagher,0,2.0,2.0,99.0,,3036211.0
5482,Thick as Thieves,2009,6.0,7.8,32863,1,Action,Crime,Thriller,Rade Serbedzija,Morgan Freeman,Robert Forster,0,0.0,0.0,104.0,25000000.0,6828037.0
5483,I Love You Beth Cooper,2009,5.3,32.0,32853,3,Comedy,Romance,,Hayden Panettiere,Paul Rust,Jack Carpenter,0,1.0,1.0,102.0,18000000.0,15821907.0
5484,Astro Boy,2009,6.3,53.0,32196,2,Animation,Action,Comedy,Freddie Highmore,Nicolas Cage,Kristen Bell,0,0.0,4.0,94.0,65000000.0,39886986.0
5485,Fighting,2009,5.6,61.0,31585,3,Action,Crime,Drama,Channing Tatum,Terrence Howard,Luis Guzmán,0,0.0,1.0,105.0,,32482728.0
5486,Frequently Asked Questions About Time Travel,2009,7.1,7.8,31582,3,Comedy,Sci-Fi,,Chris O'Dowd,Marc Wootton,Dean Lennox Kelly,0,0.0,0.0,83.0,,23820.0
5487,Blood and Bone,2009,6.7,7.8,30627,1,Action,Crime,Drama,Michael Jai White,Julian Sands,Eamonn Walker,0,0.0,0.0,93.0,3700000.0,3492.0
5488,Sin Nombre,2009,7.6,77.0,30588,1,Adventure,Crime,Drama,Paulina Gaitan,Marco Antonio Aguirre,Leonardo Alonso,0,14.0,18.0,96.0,,5102705.0
5489,Love Happens,2009,5.7,33.0,30347,3,Drama,Romance,,Jennifer Aniston,Aaron Eckhart,Dan Fogler,0,0.0,1.0,109.0,18000000.0,36088028.0
5490,City Island,2009,7.4,66.0,30216,3,Comedy,Drama,,Andy Garcia,Julianna Margulies,Steven Strait,0,3.0,4.0,104.0,6000000.0,7878856.0
5491,The Stepfather,2009,5.6,33.0,30212,3,Crime,Thriller,,Penn Badgley,Dylan Walsh,Sela Ward,0,0.0,2.0,101.0,20000000.0,31198531.0
5492,Armored,2009,5.7,50.0,29344,3,Action,Crime,Thriller,Columbus Short,Matt Dillon,Laurence Fishburne,0,0.0,0.0,88.0,20000000.0,22942221.0
5493,Obsessed,2009,5.0,25.0,28680,3,Drama,Romance,Thriller,Beyoncé,Idris Elba,Ali Larter,0,4.0,8.0,108.0,20000000.0,73830347.0
5494,Micmacs,2009,7.2,62.0,28321,1,Action,Comedy,Crime,Dany Boon,André Dussollier,Nicolas Marié,0,5.0,8.0,105.0,42000000.0,20550145.0
5495,Sorority Row,2009,5.1,24.0,28012,1,Horror,Mystery,,Briana Evigan,Rumer Willis,Carrie Fisher,0,0.0,2.0,101.0,12500000.0,27206120.0
5496,Taking Woodstock,2009,6.7,55.0,27945,1,Biography,Comedy,Drama,Demetri Martin,Henry Goodman,Edward Hibbert,0,0.0,8.0,120.0,30000000.0,9975737.0
5497,Wake Up Sid,2009,7.6,7.8,26984,2,Comedy,Drama,Romance,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,0,8.0,16.0,138.0,,4278081.0
5498,12 Rounds,2009,5.6,38.0,26828,3,Action,Crime,Thriller,John Cena,Ashley Scott,Aidan Gillen,0,0.0,0.0,108.0,22000000.0,17280326.0
5499,Leaves of Grass,2009,6.4,58.0,26219,1,Comedy,Crime,Drama,Edward Norton,Keri Russell,Henry Max Nelson,0,0.0,1.0,105.0,9000000.0,1034214.0
5500,Summer Wars,2009,7.5,63.0,25063,2,Animation,Action,Adventure,Ryûnosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,0,10.0,5.0,114.0,,18434328.0
5501,Bright Star,2009,6.9,81.0,24839,2,Biography,Drama,Romance,Abbie Cornish,Ben Whishaw,Paul Schneider,1,16.0,52.0,119.0,8500000.0,14374652.0
5502,The Disappearance of Alice Creed,2009,6.7,65.0,24595,1,Crime,Thriller,,Gemma Arterton,Eddie Marsan,Martin Compston,0,1.0,6.0,100.0,800000.0,896919.0
5503,Universal Soldier: Regeneration,2009,5.2,70.0,24329,1,Action,Adventure,Sci-Fi,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,0,0.0,0.0,97.0,10000000.0,844447.0
5504,Street Fighter: The Legend of Chun-Li,2009,3.7,17.0,22633,3,Action,Crime,Thriller,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan,0,0.0,0.0,96.0,18000000.0,12764201.0
5505,Crossing Over,2009,6.7,38.0,22376,1,Crime,Drama,,Harrison Ford,Ashley Judd,Ray Liotta,0,0.0,1.0,113.0,19000000.0,3676533.0
5506,The Hole,2009,5.7,57.0,22048,3,Fantasy,Thriller,,Chris Massoglia,Haley Bennett,Nathan Gamble,0,0.0,1.0,92.0,12000000.0,10457002.0
5507,Get Low,2009,7.0,77.0,21759,3,Drama,Mystery,,Robert Duvall,Bill Murray,Sissy Spacek,0,5.0,27.0,103.0,7000000.0,10522511.0
5508,Horsemen,2009,5.6,7.8,21231,1,Crime,Drama,Mystery,Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci,0,0.0,0.0,90.0,20000000.0,2405815.0
5509,New in Town,2009,5.6,29.0,21225,2,Comedy,Romance,,Renée Zellweger,Harry Connick Jr.,Siobhan Fallon Hogan,0,0.0,0.0,97.0,8000000.0,29010817.0
5510,Hotel for Dogs,2009,5.4,51.0,21000,2,Comedy,Family,,Emma Roberts,Jake T. Austin,Lisa Kudrow,0,2.0,2.0,100.0,35000000.0,117252578.0
5511,Superman/Batman: Public Enemies,2009,7.2,7.8,20685,3,Animation,Action,Drama,Clancy Brown,Kevin Conroy,Tim Daly,0,0.0,0.0,104.13054509110479,3500000.0,
5512,Miss March,2009,5.0,7.0,20477,1,Comedy,Romance,,Zach Cregger,Trevor Moore,Raquel Alessi,0,0.0,2.0,90.0,6000000.0,4591629.0
5513,The Goods: Live Hard Sell Hard,2009,5.8,39.0,20411,1,Comedy,,,Jeremy Piven,Ving Rhames,David Koechner,0,0.0,0.0,89.0,10000000.0,15300885.0
5514,Aliens in the Attic,2009,5.4,42.0,20270,2,Adventure,Comedy,Family,Ashley Tisdale,Robert Hoffman,Carter Jenkins,0,0.0,2.0,86.0,45000000.0,57881056.0
5515,Survival of the Dead,2009,4.9,43.0,19958,1,Comedy,Drama,Horror,Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,0,0.0,2.0,90.0,4000000.0,386078.0
5516,I Am Love,2009,7.0,79.0,19702,1,Drama,Romance,,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,1,16.0,45.0,120.0,3600000.0,12014663.0
5517,Ondine,2009,6.8,65.0,19663,3,Drama,Mystery,Romance,Colin Farrell,Alicja Bachleda,Dervla Kirwan,0,6.0,6.0,111.0,12000000.0,1787413.0
5518,Vampire Killers,2009,5.1,7.8,19273,1,Action,Comedy,Fantasy,Paul McGann,James Corden,MyAnna Buring,0,1.0,1.0,86.0,,3276702.0
5519,The Limits of Control,2009,6.3,41.0,19100,1,Crime,Drama,Mystery,Isaach De Bankolé,Alex Descas,Jean-François Stévenin,0,0.0,1.0,116.0,,1981134.0
5520,Cracks,2009,6.7,54.0,18762,1,Drama,Thriller,,Eva Green,Juno Temple,María Valverde,0,0.0,3.0,104.0,,101860.0
5521,Echelon Conspiracy,2009,5.8,26.0,18546,3,Action,Crime,Mystery,Shane West,Edward Burns,Ving Rhames,0,0.0,0.0,105.0,,3668952.0
5522,The Other Woman,2009,6.3,37.0,18428,1,Drama,,,Natalie Portman,Scott Cohen,Lisa Kudrow,0,0.0,0.0,119.0,,1451343.0
5523,The Butterfly Effect 3: Revelations,2009,5.6,7.8,18392,1,Crime,Sci-Fi,Thriller,Chris Carmack,Rachel Miner,Melissa Jones,0,0.0,0.0,90.0,4500000.0,708152.0
5524,Shrink,2009,6.7,40.0,18095,1,Comedy,Drama,,Kevin Spacey,Mark Webber,Keke Palmer,0,0.0,2.0,104.0,5100000.0,303431.0
5525,My Life in Ruins,2009,5.9,34.0,18001,3,Comedy,Romance,,Nia Vardalos,Richard Dreyfuss,Rachel Dratch,0,0.0,1.0,98.0,17000000.0,20458873.0
5526,Paper Man,2009,6.6,37.0,17997,1,Comedy,Drama,,Jeff Daniels,Emma Stone,Ryan Reynolds,0,0.0,1.0,110.0,,13514.0
5527,Rampage,2009,6.2,7.8,17842,1,Action,Crime,Thriller,Brendan Fletcher,Shaun Sipos,Michael Paré,0,0.0,0.0,85.0,,
5528,The Last Station,2009,7.0,76.0,17501,1,Biography,Drama,Romance,Helen Mirren,James McAvoy,Christopher Plummer,2,5.0,16.0,112.0,18000000.0,20554320.0
5529,Le concert,2009,7.6,60.0,17111,3,Comedy,Drama,Music,Aleksey Guskov,Mélanie Laurent,Dmitriy Nazarov,1,9.0,14.0,119.0,,41146351.0
5530,The Grudge 3,2009,4.7,7.8,16934,1,Horror,Mystery,Thriller,Matthew Knight,Shawnee Smith,Mike Straub,0,0.0,0.0,90.0,5000000.0,1869127.0
5531,In the Electric Mist,2009,6.1,7.8,16112,1,Crime,Drama,Mystery,Tommy Lee Jones,John Goodman,Peter Sarsgaard,0,0.0,2.0,117.0,,7999896.0
5532,Fame,2009,5.1,39.0,15760,2,Comedy,Drama,Musical,Kelsey Grammer,Bebe Neuwirth,Megan Mullally,0,0.0,2.0,107.0,18000000.0,77211836.0
5533,Castaway on the Moon,2009,8.1,7.8,15742,3,Drama,Romance,,Jae-yeong Jeong,Ryeowon Jung,Yeong-seo Park,0,6.0,7.0,116.0,5000000.0,3732224.0
5534,The Girlfriend Experience,2009,5.5,66.0,15624,1,Drama,,,Sasha Grey,Chris Santos,Philip Eytan,0,0.0,1.0,77.0,1700000.0,1060941.0
5535,Wonder Woman,2009,7.3,7.8,15570,3,Animation,Action,Adventure,Keri Russell,Nathan Fillion,Alfred Molina,0,0.0,0.0,74.0,3500000.0,
5536,Solitary Man,2009,6.3,69.0,15370,1,Comedy,Drama,Romance,Michael Douglas,Susan Sarandon,Jesse Eisenberg,0,2.0,3.0,90.0,15000000.0,5682554.0
5537,The Maiden Heist,2009,6.1,7.8,15262,3,Comedy,Crime,,Christopher Walken,Joseph McKenna,Wynn Everett,0,0.0,0.0,90.0,20000000.0,96008.0
5538,Green Lantern: First Flight,2009,7.1,7.8,14337,3,Animation,Action,Adventure,Christopher Meloni,Victor Garber,Tricia Helfer,0,0.0,1.0,104.13054509110479,3500000.0,
5539,Blood: The Last Vampire,2009,5.3,28.0,14281,1,Action,Adventure,Fantasy,Ji-Hyun Jun,Allison Miller,Liam Cunningham,0,0.0,0.0,91.0,30000000.0,5874530.0
5540,The New Daughter,2009,5.3,7.8,13929,3,Horror,Thriller,,Kevin Costner,Ivana Baquero,Samantha Mathis,0,0.0,1.0,108.0,15000000.0,579626.0
5541,Powder Blue,2009,6.3,7.8,13863,1,Drama,,,Jessica Biel,Eddie Redmayne,Forest Whitaker,0,0.0,0.0,106.0,,17835.0
5542,Van Wilder: Freshman Year,2009,5.3,7.8,13639,1,Comedy,Romance,,Jonathan Bennett,Kristin Cavallari,Kurt Fuller,0,0.0,0.0,98.0,6000000.0,20543.0
5543,Creation,2009,6.7,51.0,13598,3,Biography,Drama,Romance,Paul Bettany,Jennifer Connelly,Ian Kelly,0,0.0,1.0,108.0,10000000.0,2058675.0
