Column1;movie;year;imdb_ratings;metascore;votes;category;mv_page;genres1;genres2;genres3;stars1;stars2;stars3;rank;nb_oscar;win;nom;runtime;budget;gross
2091;See No Evil 2;2014;4.7;;5876;R;https://imdb.com/title/tt3106120/;Action;Horror;Thriller;Glenn Jacobs;Danielle Harris;Katharine Isabelle;0;0;0;2;90;;
2092;Mune: Guardian of the Moon;2014;7.2;;5873;PG;https://imdb.com/title/tt3858372/;Animation;Adventure;Comedy;Omar Sy;Izïa Higelin;Michaël Grégorio;0;0;2;5;85;17000000;8574386
2093;Reclaim;2014;5.2;26;5792;R;https://imdb.com/title/tt3202890/;Action;Crime;Drama;John Cusack;Ryan Phillippe;Rachelle Lefevre;0;0;0;0;96;;129822
2094;A Merry Friggin' Christmas;2014;5.1;28;5746;PG-13;https://imdb.com/title/tt0910885/;Comedy;Drama;;Joel McHale;Lauren Graham;Clark Duke;0;0;0;0;88;5000000;
2095;Jimmy's Hall;2014;6.7;63;5730;PG-13;https://imdb.com/title/tt3110960/;Biography;Drama;History;Barry Ward;Francis Magee;Aileen Henry;0;0;2;3;109;;4825184
2096;The Single Moms Club;2014;5.3;31;5719;PG-13;https://imdb.com/title/tt2465140/;Comedy;Drama;;Nia Long;Wendi McLendon-Covey;Amy Smart;0;0;0;2;111;8000000;16365451
2097;The Dark Horse;2014;7.5;77;5614;R;https://imdb.com/title/tt2192016/;Biography;Drama;;Cliff Curtis;James Rolleston;Kirk Torrance;0;0;25;14;124;3500000;1862114
2098;Kite;2014;4.4;19;5613;R;https://imdb.com/title/tt2044801/;Action;Crime;Thriller;India Eisley;Jaco Muller;Annabel Linder;0;0;0;4;90;;507180
2099;Gemma Bovery;2014;6.4;58;5612;R;https://imdb.com/title/tt2788556/;Comedy;Drama;Romance;Fabrice Luchini;Gemma Arterton;Jason Flemyng;0;0;0;2;99;9700000;4644525
2100;Hellion;2014;6.1;55;5229;R;https://imdb.com/title/tt3186318/;Drama;Thriller;;Aaron Paul;Juliette Lewis;Josh Wiggins;0;0;3;5;99;;55708
2101;Against the Sun;2014;6.5;43;5161;PG;https://imdb.com/title/tt2557276/;Biography;Drama;War;Garret Dillahunt;Tom Felton;Jake Abel;0;0;0;0;100;;4698
2102;The Seven Five;2014;7.6;69;5151;R;https://imdb.com/title/tt4136056/;Documentary;Biography;Crime;Mike Dowd;Ken Eurell;Walter Yurkiw;0;0;0;2;104;;48869
2103;Coming Home;2014;7.2;81;5147;PG-13;https://imdb.com/title/tt3125472/;Drama;Romance;;Li Gong;Daoming Chen;Huiwen Zhang;0;0;24;42;109;;47587984
2104;Saint Laurent;2014;6.2;52;5146;R;https://imdb.com/title/tt2707848/;Biography;Drama;Romance;Gaspard Ulliel;Jérémie Renier;Louis Garrel;0;0;9;29;150;;3202241
2105;Miss Julie;2014;5.4;56;4993;PG-13;https://imdb.com/title/tt2667960/;Drama;Romance;;Jessica Chastain;Colin Farrell;Samantha Morton;0;0;1;7;129;;527094
2106;Electric Boogaloo: The Wild, Untold Story of Cannon Films;2014;7.4;;4968;R;https://imdb.com/title/tt2125501/;Documentary;Biography;History;Sam Firstenberg;David Paulsen;Luigi Cozzi;0;0;0;0;106;;864
2107;Leprechaun: Origins;2014;3.2;;4876;R;https://imdb.com/title/tt2345613/;Fantasy;Horror;;Dylan Postl;Stephanie Bennett;Andrew Dunbar;0;0;0;2;90;;
2108;Jarhead 2: Field of Fire;2014;5.5;;4860;R;https://imdb.com/title/tt3699508/;Action;Drama;War;Cole Hauser;Josh Kelly;Danielle Savre;0;0;0;0;103;;
2109;Mercy;2014;5.0;;4820;R;https://imdb.com/title/tt2481496/;Horror;Thriller;;Frances O'Connor;Shirley Knight;Chandler Riggs;0;0;0;0;79;;
2110;Come Back to Me;2014;5.9;31;4787;R;https://imdb.com/title/tt2551396/;Fantasy;Horror;Mystery;Jon Abrahams;Andrew Beckham;Jeanette Branch;0;0;0;0;90;;7744
2111;The Scribbler;2014;5.4;32;4629;R;https://imdb.com/title/tt2396721/;Mystery;Sci-Fi;Thriller;Katie Cassidy;Garret Dillahunt;Michelle Trachtenberg;0;0;0;0;88;;
2112;Road to Paloma;2014;6.1;44;4551;R;https://imdb.com/title/tt2386285/;Drama;Thriller;;Jason Momoa;Robert Homer Mollohan;Lisa Bonet;0;0;0;0;91;;2191
2113;Jinn;2014;4.2;24;4479;PG-13;https://imdb.com/title/tt1562899/;Fantasy;Horror;Thriller;Dominic Rains;Ray Park;William Atherton;0;0;0;0;97;;552698
2114;Bad Ass 2: Bad Asses;2014;5.6;;4449;R;https://imdb.com/title/tt2996648/;Action;Comedy;Drama;Danny Trejo;Danny Glover;Jeremy Ray Valdez;0;0;0;0;91;5500000;
2115;Roger Waters: The Wall;2014;8.6;;4446;R;https://imdb.com/title/tt3970482/;Documentary;Music;;Roger Waters;Dave Kilminster;Snowy White;0;0;0;1;132;;2214417
2116;The Dead Lands;2014;6.3;59;4420;R;https://imdb.com/title/tt3399916/;Action;Adventure;;James Rolleston;Lawrence Makoare;Te Kohe Tuhaka;0;0;5;9;107;;906158
2117;Sinbad: The Fifth Voyage;2014;5.2;;4406;PG-13;https://imdb.com/title/tt1403862/;Action;Adventure;Fantasy;Patrick Stewart;Shahin Sean Solimon;Said Faraj;0;0;0;0;89;;159862
2118;Supremacy;2014;5.7;28;4338;R;https://imdb.com/title/tt2245151/;Drama;Thriller;;Joe Anderson;Dawn Olivieri;Derek Luke;0;0;1;1;110;2000000;
2119;Stage Fright;2014;5.2;39;4309;R;https://imdb.com/title/tt2190838/;Comedy;Horror;Musical;Minnie Driver;Meat Loaf;Allie MacDonald;0;0;0;2;89;;7078
2120;Joy Ride 3: Road Kill;2014;4.7;;4240;R;https://imdb.com/title/tt3138376/;Crime;Horror;Thriller;Ken Kirzinger;Jesse Hutch;Benjamin Hollingsworth;0;0;0;1;95;;
2121;Eden;2014;6.4;81;4220;R;https://imdb.com/title/tt3090634/;Biography;Drama;Music;Félix de Givry;Pauline Etienne;Vincent Macaigne;0;0;0;4;131;;507914
2122;Like Sunday, Like Rain;2014;6.9;43;4123;R;https://imdb.com/title/tt3104818/;Drama;Music;;Julian Shatkin;Olga Merediz;Debra Messing;0;0;0;6;104;;28208
2123;Boy Meets Girl;2014;7.1;68;4107;R;https://imdb.com/title/tt3007302/;Comedy;Drama;Romance;Michael Welch;Michelle Hendley;Alexandra Turshen;0;0;18;2;95;;20441
2124;Iris;2014;7.2;80;4099;PG-13;https://imdb.com/title/tt4157220/;Documentary;Biography;History;Carl Apfel;Harold Koda;Dries Van Noten;0;0;2;4;79;;1620708
2125;The Prophet;2014;7.1;61;4083;PG;https://imdb.com/title/tt1640718/;Animation;Drama;;Liam Neeson;Salma Hayek;Quvenzhané Wallis;0;0;1;10;85;12000000;1261412
2126;10.000 Km;2014;6.7;75;4077;R;https://imdb.com/title/tt3114132/;Comedy;Drama;Romance;Natalia Tena;David Verdaguer;Sirius Flatz;0;0;20;24;99;;222530
2127;Effie Gray;2014;5.9;54;4060;PG-13;https://imdb.com/title/tt1605798/;Biography;Drama;Romance;Dakota Fanning;Greg Wise;Tom Sturridge;0;0;0;2;104;;721143
2128;Out of the Dark;2014;4.8;33;3934;R;https://imdb.com/title/tt2872724/;Horror;Thriller;;Julia Stiles;Scott Speedman;Stephen Rea;0;0;0;0;92;10000000;1437650
2129;Avengers Confidential: Black Widow & Punisher;2014;5.8;;3920;PG-13;https://imdb.com/title/tt3482378/;Animation;Action;Adventure;Jennifer Carpenter;Brian Bloom;John Eric Bentley;0;0;0;1;83;;
2130;Ride;2014;5.7;48;3815;R;https://imdb.com/title/tt1930463/;Comedy;Drama;;Helen Hunt;Brenton Thwaites;Luke Wilson;0;0;0;0;93;;6489
2131;Cantinflas;2014;6.5;44;3718;PG;https://imdb.com/title/tt3005242/;Biography;Comedy;Drama;Óscar Jaenada;Michael Imperioli;Ilse Salas;0;0;30;11;102;3000000;17998703
2132;Revenge of the Green Dragons;2014;5.3;36;3627;R;https://imdb.com/title/tt1396523/;Action;Crime;Drama;Justin Chon;Kevin Wu;Harry Shum Jr.;0;0;0;0;94;5000000;107412
2133;The Fluffy Movie: Unity Through Laughter;2014;7.2;56;3611;PG-13;https://imdb.com/title/tt3532608/;Documentary;Comedy;;Gabriel Iglesias;Jacqueline Obradors;Gina Brillon;0;0;0;0;101;;2827393
2134;Korengal;2014;6.8;67;3603;R;https://imdb.com/title/tt3578504/;Documentary;History;News;LaMonta Caldwell;Miguel Cortez;Stephen Gillespie;0;0;0;1;84;;101310
2135;Indigenous;2014;4.7;;3573;R;https://imdb.com/title/tt2815072/;Horror;;;Zachary Soetenga;Lindsey McKeon;Sofia Pernas;0;0;0;0;86;;
2136;Suburban Gothic;2014;5.5;49;3565;R;https://imdb.com/title/tt3279176/;Comedy;Horror;;Matthew Gray Gubler;Kat Dennings;Ray Wise;0;0;1;1;90;;
2137;Jackie & Ryan;2014;5.8;55;3564;PG-13;https://imdb.com/title/tt3270108/;Drama;Family;Music;Katherine Heigl;Ben Barnes;Clea DuVall;0;0;0;1;90;;19305
2138;The Devil's Hand;2014;4.9;;3558;PG-13;https://imdb.com/title/tt2290739/;Horror;Thriller;;Rufus Sewell;Alycia Debnam-Carey;Adelaide Kane;0;0;0;0;86;7000000;1428494
2139;Northern Soul;2014;6.4;64;3555;R;https://imdb.com/title/tt1837613/;Drama;Music;;Elliot James Langridge;Steve Coogan;Antonia Thomas;0;1;;;102;;1092359
2140;Cymbeline;2014;3.7;54;3554;R;https://imdb.com/title/tt3093522/;Drama;;;Ethan Hawke;Ed Harris;Milla Jovovich;0;0;0;1;98;;64851
2141;Merchants of Doubt;2014;7.7;70;3521;PG-13;https://imdb.com/title/tt3675568/;Documentary;;;Frederick Singer;Naomi Oreskes;Jamy Ian Swiss;0;0;1;3;96;;308156
2142;When Animals Dream;2014;5.8;54;3519;R;https://imdb.com/title/tt2818178/;Drama;Horror;Mystery;Sonia Suhl;Lars Mikkelsen;Sonja Richter;0;0;6;18;84;3000000;111952
2143;Welcome to New York;2014;5.4;71;3445;R;https://imdb.com/title/tt2758890/;Drama;;;Gérard Depardieu;Jacqueline Bisset;Shanyn Leigh;0;0;0;0;125;;324253
2144;Sniper: Legacy;2014;5.4;;3431;R;https://imdb.com/title/tt3776288/;Action;Thriller;War;Tom Berenger;Chad Michael Collins;Doug Allen;0;0;0;0;;;
2145;Dior et moi;2014;7.3;70;3421;R;https://imdb.com/title/tt3539664/;Documentary;;;Christian Dior;Omar Berrada;Raf Simons;0;0;1;4;90;;1769832
2146;Dinosaur 13;2014;7.2;66;3409;PG;https://imdb.com/title/tt3090252/;Documentary;;;Stan Adelstein;Lanice Archer;Robert Bakker;0;0;2;3;95;;
2147;We'll Never Have Paris;2014;4.6;36;3347;R;https://imdb.com/title/tt3079016/;Comedy;Romance;;Simon Helberg;Melanie Lynskey;Zachary Quinto;0;0;1;1;92;;
2148;La Reine des montagnes;2014;7.4;;3285;PG-13;https://imdb.com/title/tt2640460/;Action;Biography;Drama;Elina Abai Kyzy;Nasira Mambetova;Aziz Muradillayev;0;0;6;1;135;1400000;
2149;Iceman;2014;4.8;32;3260;R;https://imdb.com/title/tt2557256/;Action;Comedy;History;Donnie Yen;Baoqiang Wang;Shengyi Huang;0;0;0;1;104;200000000;26033917
2150;Avis de mistral;2014;6.6;;3253;PG-13;https://imdb.com/title/tt3013588/;Drama;Romance;;Jean Reno;Anna Galiena;Chloé Jouannet;0;0;0;0;105;;4510590
2151;Aloft;2014;5.3;34;3238;R;https://imdb.com/title/tt2494384/;Drama;;;Jennifer Connelly;Cillian Murphy;Mélanie Laurent;0;0;1;2;112;8000000;270971
2152;I Am Ali;2014;7.2;55;3228;PG;https://imdb.com/title/tt4008652/;Documentary;Biography;Sport;Muhammad Ali;Muhammad Ali Jnr;Hana Ali;0;0;0;2;111;;7205
2153;Freezer;2014;5.2;40;3195;R;https://imdb.com/title/tt2325002/;Action;Thriller;;Dylan McDermott;Yulia Snigir;Peter Facinelli;0;0;0;0;83;;
2154;Cesar Chavez;2014;6.4;51;3150;PG-13;https://imdb.com/title/tt1621046/;Biography;Drama;;Michael Peña;America Ferrera;Rosario Dawson;0;0;5;2;102;10000000;6972226
2155;Get Santa;2014;6.2;52;3120;PG;https://imdb.com/title/tt1935940/;Comedy;Family;;Jim Broadbent;Rafe Spall;Kit Connor;0;0;0;1;102;;4798222
2156;La chambre bleue;2014;6.3;73;3107;R;https://imdb.com/title/tt3230082/;Crime;Romance;Thriller;Mathieu Amalric;Léa Drucker;Stéphanie Cléau;0;0;1;5;76;;1232900
2157;Meet the Patels;2014;7.2;70;3095;PG;https://imdb.com/title/tt2378401/;Documentary;Comedy;Romance;Ravi Patel;Geeta Patel;Champa V. Patel;0;0;3;7;88;;1700681
2158;A Good Man;2014;4.6;;3009;R;https://imdb.com/title/tt3480556/;Action;Crime;Thriller;Steven Seagal;Victor Webster;Iulia Verdes;0;0;0;0;100;4000000;
2159;Tokyo Tribe;2014;6.5;58;3002;R;https://imdb.com/title/tt2808986/;Action;Musical;;Ryôhei Suzuki;Young Dais;Nana Seino;0;0;0;1;116;;1359031
2160;Finders Keepers;2014;4.3;;2966;R;https://imdb.com/title/tt3534842/;Horror;Mystery;Thriller;Jaime Pressly;Patrick Muldoon;Tobin Bell;0;0;0;1;;;
2161;Alex of Venice;2014;5.8;56;2953;R;https://imdb.com/title/tt2977090/;Drama;;;Mary Elizabeth Winstead;Chris Messina;Don Johnson;0;0;0;2;86;;
2162;Une rencontre;2014;6.3;;2946;PG;https://imdb.com/title/tt2760634/;Drama;Romance;;Sophie Marceau;François Cluzet;Lisa Azuelos;0;0;1;1;81;;5661247
2163;Atlas Shrugged: Who Is John Galt?;2014;4.3;9;2897;PG-13;https://imdb.com/title/tt2800038/;Drama;Mystery;Sci-Fi;Kristoffer Polaha;Laura Regan;Rob Morrow;0;0;0;1;99;5000000;846704
2164;Where Hope Grows;2014;6.6;41;2879;PG-13;https://imdb.com/title/tt3200980/;Drama;Family;;Kristoffer Polaha;David DeSanctis;McKaley Miller;0;0;3;1;95;;1159072
2165;Elsa & Fred;2014;6.4;49;2853;PG-13;https://imdb.com/title/tt2113659/;Comedy;Drama;Romance;Shirley MacLaine;Christopher Plummer;Marcia Gay Harden;0;0;1;1;93;;761923
2166;Whitey: United States of America v. James J. Bulger;2014;6.8;71;2807;R;https://imdb.com/title/tt3326366/;Documentary;Biography;Crime;Stephen Rakes;James 'Whitey' Bulger;Tommy Donahue;0;0;6;3;107;;75881
2167;Seal Team Eight: Behind Enemy Lines;2014;4.6;;2789;R;https://imdb.com/title/tt2992552/;Action;Drama;War;Tom Sizemore;Lex Shrapnel;Anthony Oseyemi;0;0;0;0;98;;
2168;East Side Sushi;2014;7.1;70;2751;PG;https://imdb.com/title/tt2340650/;Drama;;;Diana Elizabeth Torres;Yutaka Takeuchi;Rodrigo Duarte Clark;0;0;11;9;106;;50869
2169;Eden;2014;4.7;;2747;R;https://imdb.com/title/tt3032282/;Drama;Thriller;;Mario Casas;James Remar;Ethan Peck;0;0;0;0;90;2000000;
2170;Swelter;2014;4.5;;2728;R;https://imdb.com/title/tt2112277/;Action;Crime;Drama;Jean-Claude Van Damme;Alfred Molina;Peter Vack;0;0;0;0;96;8000000;38158
2171;4 Minute Mile;2014;6.3;48;2650;PG-13;https://imdb.com/title/tt2217895/;Drama;Sport;;Kelly Blatz;Richard Jenkins;Kim Basinger;0;0;0;0;96;;
2172;Miss Granny;2014;7.3;;2647;PG-13;https://imdb.com/title/tt3516378/;Comedy;Fantasy;Music;Eun-kyung Shim;Moon-hee Na;In-hwan Park;0;0;7;9;124;;58940254
2173;By the Gun;2014;4.8;;2604;R;https://imdb.com/title/tt2543702/;Crime;Drama;Thriller;Ben Barnes;Leighton Meester;Slaine;0;0;0;0;110;;
2174;Mea culpa;2014;6.1;;2600;R;https://imdb.com/title/tt3112654/;Action;Crime;Thriller;Vincent Lindon;Gilles Lellouche;Nadine Labaki;0;0;0;0;90;;3736775
2175;The Wolf of Wall Street;2013;8.2;75;1123751;R;https://imdb.com/title/tt0993846/;Biography;Crime;Drama;Leonardo DiCaprio;Jonah Hill;Margot Robbie;142;5;38;172;180;100000000;392000694
2176;Gravity;2013;7.7;96;750007;PG-13;https://imdb.com/title/tt1454468/;Drama;Sci-Fi;Thriller;Sandra Bullock;George Clooney;Ed Harris;0;7;233;182;91;100000000;723192705
2177;Iron Man 3;2013;7.2;62;734309;PG-13;https://imdb.com/title/tt1300854/;Action;Adventure;Sci-Fi;Robert Downey Jr.;Guy Pearce;Gwyneth Paltrow;0;1;20;62;130;200000000;1214811252
2178;Man of Steel;2013;7.0;55;674384;PG-13;https://imdb.com/title/tt0770828/;Action;Adventure;Sci-Fi;Henry Cavill;Amy Adams;Michael Shannon;0;0;7;46;143;225000000;668045518
2179;12 Years a Slave;2013;8.1;96;618023;R;https://imdb.com/title/tt2024544/;Biography;Drama;History;Chiwetel Ejiofor;Michael Kenneth Williams;Michael Fassbender;202;3;238;335;134;20000000;187733202
2180;The Hunger Games: Catching Fire;2013;7.5;76;599196;PG-13;https://imdb.com/title/tt1951264/;Action;Adventure;Mystery;Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;0;1;22;67;146;130000000;865011746
2181;The Hobbit: The Desolation of Smaug;2013;7.8;66;587517;PG-13;https://imdb.com/title/tt1170358/;Adventure;Fantasy;;Ian McKellen;Martin Freeman;Richard Armitage;0;3;18;87;161;225000000;958366855
2182;World War Z;2013;7.0;63;585798;PG-13;https://imdb.com/title/tt0816711/;Action;Adventure;Horror;Brad Pitt;Mireille Enos;Daniella Kertesz;0;0;3;24;116;190000000;540007876
2183;Now You See Me;2013;7.3;50;580631;PG-13;https://imdb.com/title/tt1670345/;Crime;Mystery;Thriller;Jesse Eisenberg;Common;Mark Ruffalo;0;0;1;3;115;75000000;351723989
2184;Thor: The Dark World;2013;6.9;54;577306;PG-13;https://imdb.com/title/tt1981115/;Action;Adventure;Fantasy;Chris Hemsworth;Natalie Portman;Tom Hiddleston;0;0;3;21;112;170000000;644783140
2185;Prisoners;2013;8.1;70;573246;R;https://imdb.com/title/tt1392214/;Crime;Drama;Mystery;Hugh Jackman;Jake Gyllenhaal;Viola Davis;200;1;10;37;153;46000000;122126687
2186;Frozen;2013;7.4;75;556202;PG;https://imdb.com/title/tt2294629/;Animation;Adventure;Comedy;Kristen Bell;Idina Menzel;Jonathan Groff;0;2;79;59;102;150000000;1280802282
2187;Her;2013;8.0;90;516634;R;https://imdb.com/title/tt1798709/;Drama;Romance;Sci-Fi;Joaquin Phoenix;Amy Adams;Scarlett Johansson;0;1;81;184;126;23000000;48517427
2188;Oblivion;2013;7.0;54;473773;PG-13;https://imdb.com/title/tt1483013/;Action;Adventure;Sci-Fi;Tom Cruise;Morgan Freeman;Andrea Riseborough;0;0;0;14;124;120000000;286168572
2189;The Great Gatsby;2013;7.2;55;461892;PG-13;https://imdb.com/title/tt1343092/;Drama;Romance;;Leonardo DiCaprio;Carey Mulligan;Joel Edgerton;0;2;48;85;143;105000000;353641895
2190;Pacific Rim;2013;6.9;65;457663;PG-13;https://imdb.com/title/tt1663662/;Action;Adventure;Sci-Fi;Idris Elba;Charlie Hunnam;Rinko Kikuchi;0;1;7;47;131;190000000;411002906
2191;Star Trek Into Darkness;2013;7.7;72;456698;PG-13;https://imdb.com/title/tt1408101/;Action;Adventure;Sci-Fi;Chris Pine;Zachary Quinto;Zoe Saldana;0;1;7;56;132;190000000;467365246
2192;American Hustle;2013;7.2;90;437462;R;https://imdb.com/title/tt1800241/;Crime;Drama;;Christian Bale;Amy Adams;Bradley Cooper;0;10;70;216;138;40000000;251171807
2193;The Conjuring;2013;7.5;68;426112;R;https://imdb.com/title/tt1457767/;Horror;Mystery;Thriller;Patrick Wilson;Vera Farmiga;Ron Livingston;0;0;15;22;112;20000000;319494638
2194;Dallas Buyers Club;2013;8.0;80;426086;R;https://imdb.com/title/tt0790636/;Biography;Drama;;Matthew McConaughey;Jennifer Garner;Jared Leto;0;3;82;82;117;5000000;55736588
2195;The Wolverine;2013;6.7;61;419696;PG-13;https://imdb.com/title/tt1430132/;Action;Adventure;Sci-Fi;Hugh Jackman;Will Yun Lee;Tao Okamoto;0;0;2;11;126;120000000;414828246
2196;Rush;2013;8.1;74;418399;R;https://imdb.com/title/tt1979320/;Biography;Drama;Sport;Daniel Brühl;Chris Hemsworth;Olivia Wilde;216;2;6;63;123;38000000;96983009
2197;Elysium;2013;6.6;61;411450;R;https://imdb.com/title/tt1535108/;Action;Drama;Sci-Fi;Matt Damon;Jodie Foster;Sharlto Copley;0;0;1;10;109;115000000;286140700
2198;Captain Phillips;2013;7.8;82;408387;PG-13;https://imdb.com/title/tt1535109/;Biography;Crime;Drama;Tom Hanks;Barkhad Abdi;Barkhad Abdirahman;0;6;16;146;134;55000000;218791811
2199;We're the Millers;2013;7.0;44;391572;R;https://imdb.com/title/tt1723121/;Comedy;Crime;;Jason Sudeikis;Jennifer Aniston;Emma Roberts;0;0;4;17;110;37000000;269994119
2200;This Is the End;2013;6.6;67;375848;R;https://imdb.com/title/tt1245492/;Comedy;;;James Franco;Jonah Hill;Seth Rogen;0;0;10;20;107;32000000;126041322
2201;Fast & Furious 6;2013;7.1;61;360961;PG-13;https://imdb.com/title/tt1905041/;Action;Adventure;Thriller;Vin Diesel;Paul Walker;Dwayne Johnson;0;0;10;22;130;160000000;788679850
2202;Despicable Me 2;2013;7.3;62;360863;PG;https://imdb.com/title/tt1690953/;Animation;Adventure;Comedy;Steve Carell;Kristen Wiig;Benjamin Bratt;0;2;12;65;98;76000000;970766005
2203;Snowpiercer;2013;7.1;84;296556;R;https://imdb.com/title/tt1706620/;Action;Drama;Sci-Fi;Chris Evans;Jamie Bell;Tilda Swinton;0;0;33;104;126;39200000;86758912
2204;The Secret Life of Walter Mitty;2013;7.3;54;286502;PG;https://imdb.com/title/tt0359950/;Comedy;Drama;Fantasy;Ben Stiller;Kristen Wiig;Jon Daly;0;0;5;18;114;90000000;188133322
2205;About Time;2013;7.8;55;286454;R;https://imdb.com/title/tt2194499/;Comedy;Drama;Fantasy;Domhnall Gleeson;Rachel McAdams;Bill Nighy;0;0;3;9;123;12000000;87100449
2206;The Hangover Part III;2013;5.8;30;285963;R;https://imdb.com/title/tt1951261/;Comedy;Crime;;Bradley Cooper;Zach Galifianakis;Ed Helms;0;0;2;7;100;103000000;362000072
2207;Lone Survivor;2013;7.5;60;259581;R;https://imdb.com/title/tt1091191/;Action;Biography;Drama;Mark Wahlberg;Taylor Kitsch;Emile Hirsch;0;2;6;14;121;40000000;154802912
2208;Olympus Has Fallen;2013;6.5;41;250931;R;https://imdb.com/title/tt2302755/;Action;Thriller;;Gerard Butler;Aaron Eckhart;Morgan Freeman;0;0;1;5;119;70000000;170270201
2209;The World's End;2013;7.0;81;250821;R;https://imdb.com/title/tt1213663/;Action;Comedy;Sci-Fi;Simon Pegg;Nick Frost;Martin Freeman;0;0;5;22;109;20000000;46089287
2210;Kick-Ass 2;2013;6.5;41;249523;R;https://imdb.com/title/tt1650554/;Action;Comedy;Crime;Aaron Taylor-Johnson;Chloë Grace Moretz;Christopher Mintz-Plasse;0;0;1;7;103;28000000;60795985
2211;Don Jon;2013;6.5;66;224545;R;https://imdb.com/title/tt2229499/;Comedy;Drama;Romance;Joseph Gordon-Levitt;Scarlett Johansson;Julianne Moore;0;0;2;27;90;3000000;39439355
2212;Escape Plan;2013;6.7;49;222225;R;https://imdb.com/title/tt1211956/;Action;Thriller;;Sylvester Stallone;Arnold Schwarzenegger;50 Cent;0;0;0;2;115;50000000;137328301
2213;Ender's Game;2013;6.6;51;219007;PG-13;https://imdb.com/title/tt1731141/;Action;Adventure;Fantasy;Harrison Ford;Asa Butterfield;Hailee Steinfeld;0;0;1;6;114;110000000;125544024
2214;The Lone Ranger;2013;6.4;37;216763;PG-13;https://imdb.com/title/tt1210819/;Action;Adventure;Western;Johnny Depp;Armie Hammer;William Fichtner;0;2;5;17;150;215000000;260502115
2215;Warm Bodies;2013;6.9;60;215376;PG-13;https://imdb.com/title/tt1588173/;Comedy;Horror;Romance;Nicholas Hoult;Teresa Palmer;John Malkovich;0;0;1;10;98;35000000;116980662
2216;Gangster Squad;2013;6.7;40;202732;R;https://imdb.com/title/tt1321870/;Action;Crime;Drama;Sean Penn;Ryan Gosling;Emma Stone;0;0;0;5;113;60000000;105200903
2217;White House Down;2013;6.4;52;201613;PG-13;https://imdb.com/title/tt2334879/;Action;Drama;Thriller;Channing Tatum;Jamie Foxx;Maggie Gyllenhaal;0;0;3;9;131;150000000;205366737
2218;The Purge;2013;5.7;41;196766;R;https://imdb.com/title/tt2184339/;Horror;Thriller;;Ethan Hawke;Lena Headey;Max Burkholder;0;0;2;6;85;3000000;89328627
2219;Oz the Great and Powerful;2013;6.3;44;196593;PG;https://imdb.com/title/tt1623205/;Adventure;Family;Fantasy;James Franco;Michelle Williams;Rachel Weisz;0;0;6;31;130;215000000;493311825
2220;Pain & Gain;2013;6.4;45;196529;R;https://imdb.com/title/tt1980209/;Action;Comedy;Crime;Mark Wahlberg;Dwayne Johnson;Anthony Mackie;0;0;0;4;129;26000000;87305549
2221;A Good Day to Die Hard;2013;5.3;28;194600;R;https://imdb.com/title/tt1606378/;Action;Thriller;;Bruce Willis;Jai Courtney;Sebastian Koch;0;0;5;8;98;92000000;304654182
2222;Hansel & Gretel: Witch Hunters;2013;6.1;23;191065;R;https://imdb.com/title/tt1428538/;Action;Fantasy;Horror;Jeremy Renner;Gemma Arterton;Peter Stormare;0;0;3;4;88;50000000;226349749
2223;2 Guns;2013;6.7;55;190768;R;https://imdb.com/title/tt1272878/;Action;Comedy;Thriller;Denzel Washington;Mark Wahlberg;Paula Patton;0;0;0;3;109;61000000;131940411
